linea,tiempo_hms,segundos,texto_original,texto_limpio,tramo,motivo_exclusion
277,00:34:10,2050,"Sí, es por medio cuerpo.","Sí, es por medio cuerpo.",partido,
278,00:34:13,2053,"De ahí la la sincronización de los pasadores y de los receptores y también de los defensores. decir, ahí está, ahí","De ahí la la sincronización de los pasadores y de los receptores y también de los defensores. decir, ahí está, ahí",partido,
279,00:34:20,2060,está el clásico en clave blanca y en clave blaugrana en cuadre en clave culé a nivel defensivo cuando Rafiña ha ido,está el clásico en clave blanca y en clave blaugrana en cuadre en clave culé a nivel defensivo cuando Rafiña ha ido,partido,
280,00:34:27,2067,"por los suelos, se queja y después las recuperaciones tras pérdida del acierto en la punta del ataque para el Barça.","por los suelos, se queja y después las recuperaciones tras pérdida del acierto en la punta del ataque para el Barça.",partido,
281,00:34:34,2074,Ahí vemos como Lucas Vázquez también le hace la cama. No es un buen gesto de Lucas Vázquez sobre Rafiña que cae a plomo. Esto es en vivo. Paco Bí se ha,Ahí vemos como Lucas Vázquez también le hace la cama. No es un buen gesto de Lucas Vázquez sobre Rafiña que cae a plomo. Esto es en vivo. Paco Bí se ha,partido,
282,00:34:42,2082,equivocado en el control. Mbappé luchando y es Ñigo Martínez el último.,equivocado en el control. Mbappé luchando y es Ñigo Martínez el último.,partido,
283,00:34:47,2087,Juraría en tocar. Va a ser saque de esquina para el equipo blanco. Error ahora de Paco Orse.,Juraría en tocar. Va a ser saque de esquina para el equipo blanco. Error ahora de Paco Orse.,partido,
284,00:34:53,2093,"Profesión de riesgo ser defensa del Barça portero, ¿eh? Porque estás bajo un estrés 90 y pico minutos.","Profesión de riesgo ser defensa del Barça portero, ¿eh? Porque estás bajo un estrés 90 y pico minutos.",partido,
285,00:35:00,2100,Vinicius por el costado izquierdo.,Vinicius por el costado izquierdo.,partido,
286,00:35:02,2102,Aparece Fermín con ese P celebrando ese balón que acaba en la banda,Aparece Fermín con ese P celebrando ese balón que acaba en la banda,partido,
287,00:35:09,2109,reclamando de nuevo Vinicius. 32 para 33 y 0 a0. Es saque de banda para el equipo blanco.,reclamando de nuevo Vinicius. 32 para 33 y 0 a0. Es saque de banda para el equipo blanco.,partido,
288,00:35:16,2116,"Vemos ahí, bueno, parece que el último a tocar incluso ha sido el jugador brasileño. Y este es el error de Paco Barsí y cómo se activa Kilan Mbappé. Su","Vemos ahí, bueno, parece que el último a tocar incluso ha sido el jugador brasileño. Y este es el error de Paco Barsí y cómo se activa Kilan Mbappé. Su",partido,
289,00:35:24,2124,velocidad es centelle y otro jugador del Barça ahora es Robert Lewandowski el que se queja de un golpe en la en la espalda.,velocidad es centelle y otro jugador del Barça ahora es Robert Lewandowski el que se queja de un golpe en la en la espalda.,partido,
290,00:35:35,2135,Y Ancelotti mascando Chicle. Hans Flick siguiendo muy de cerca lo que está pasando y vamos a ver si Robert Lewandowski puede seguir porque se queja,Y Ancelotti mascando Chicle. Hans Flick siguiendo muy de cerca lo que está pasando y vamos a ver si Robert Lewandowski puede seguir porque se queja,partido,
291,00:35:42,2142,de la espalda y también de la nuca. Ahí vemos con Rudiger en ese choque y Lewandowski tendido en,de la espalda y también de la nuca. Ahí vemos con Rudiger en ese choque y Lewandowski tendido en,partido,
292,00:35:50,2150,"el terreno de de juego. La cara de Ancelotti, pero si no pasa nada, por favor, ¿qué está pasando aquí? Y Sánchez Martínez que ha ido hacia él. Claro,","el terreno de juego. La cara de Ancelotti, pero si no pasa nada, por favor, ¿qué está pasando aquí? Y Sánchez Martínez que ha ido hacia él. Claro,",partido,
293,00:35:59,2159,"Rudiger va con los brazos muy arriba, no se ve en la imagen si le acaba reando o choca a Robert Lewandowski. Pero ahí","Rudiger va con los brazos muy arriba, no se ve en la imagen si le acaba reando o choca a Robert Lewandowski. Pero ahí",partido,
294,00:36:07,2167,"vemos como Lewandowski ahora se lo sacaba encima con un contacto muy claro, con un empujón. Ahí hay saltando chispas","vemos como Lewandowski ahora se lo sacaba encima con un contacto muy claro, con un empujón. Ahí hay saltando chispas",partido,
295,00:36:14,2174,"porque hasta el momento Robert Lewandowski no ha podido rematar ni un solo balón en condiciones. Sí que tuvo una oportunidad, pero remató al aire. 34 minutos. Balde, Valde para Fermín.","porque hasta el momento Robert Lewandowski no ha podido rematar ni un solo balón en condiciones. Sí que tuvo una oportunidad, pero remató al aire. 34 minutos. Balde, Valde para Fermín.",partido,
296,00:36:26,2186,Aparece Militao. ¿Hasta dónde ha ido Militao para enviar ese balón a la banda?,Aparece Militao. ¿Hasta dónde ha ido Militao para enviar ese balón a la banda?,partido,
297,00:36:30,2190,"Es un partido también de controlar la la excitación, es decir, tienes que jugar con tensión. pero adecuada, ni por encima ni por debajo, porque si es por","Es un partido también de controlar la la excitación, es decir, tienes que jugar con tensión. pero adecuada, ni por encima ni por debajo, porque si es por",partido,
298,00:36:39,2199,debajo es un partido que te pasa por encima y si llevas muy por encima puedes acabar incluso el partido antes de tiempo porque te expulse.,debajo es un partido que te pasa por encima y si llevas muy por encima puedes acabar incluso el partido antes de tiempo porque te expulse.,partido,
299,00:36:46,2206,"El control de las emociones, 35 minutos desde Madrid para el mundo. Es el clásico de la liga. Balón que va a","El control de las emociones, 35 minutos desde Madrid para el mundo. Es el clásico de la liga. Balón que va a",partido,
300,00:36:54,2214,"llegar para Kilan Mbappé, pero tocóñico Martínez, Valde que recibe las instrucciones y Pedri ya carburando desde la zona del terreno de juego para","llegar para Kilan Mbappé, pero tocóñico Martínez, Valde que recibe las instrucciones y Pedri ya carburando desde la zona del terreno de juego para",partido,
301,00:37:02,2222,el cuadro. Protege el balón ante Vinicius.,el cuadro. Protege el balón ante Vinicius.,partido,
302,00:37:06,2226,"Rasía el cuero para Alejandro Valde, otra vez para el de Tegueste, presionado ahora por Choameri, Paco Barsí. Quizás","Rasía el cuero para Alejandro Valde, otra vez para el de Tegueste, presionado ahora por Choameri, Paco Barsí. Quizás",partido,
303,00:37:13,2233,"esto es lo que le conviene al fútbol Club Barcelona. Condé, falta de Camavinga, Condé de nuevo al suelo.","esto es lo que le conviene al fútbol Club Barcelona. Condé, falta de Camavinga, Condé de nuevo al suelo.",partido,
304,00:37:20,2240,Hasta el momento en la última cifra había hecho más faltas el Fútbol Club Barcelona que el Real Madrid. Pau Barcí,Hasta el momento en la última cifra había hecho más faltas el Fútbol Club Barcelona que el Real Madrid. Pau Barcí,partido,
305,00:37:28,2248,"ha salido mejor. El Real Madrid está generando más peligro el equipo blanco, pero está resistiendo el cuadro culé con","ha salido mejor. El Real Madrid está generando más peligro el equipo blanco, pero está resistiendo el cuadro culé con",partido,
306,00:37:35,2255,Balde agarrando Jud Bellingham y Pedri le echa un cable para recuperar balones.,Balde agarrando Jud Bellingham y Pedri le echa un cable para recuperar balones.,partido,
307,00:37:40,2260,Esto es otra de las cosas buenas de Pedri. A Bellingham ya le conocemos obviamente Pedri también si toca defender defiende. Camavinga por el,Esto es otra de las cosas buenas de Pedri. A Bellingham ya le conocemos obviamente Pedri también si toca defender defiende. Camavinga por el,partido,
308,00:37:48,2268,costado izquierdo. Vamos a ver incursión de Camavinga dentro del área. Balón atrás para Mendí.,costado izquierdo. Vamos a ver incursión de Camavinga dentro del área. Balón atrás para Mendí.,partido,
309,00:37:53,2273,Hay superioridad dentro del área del Fútbol Club Barcelona. Había fuera de juego. Vinicius intentando ahí una alambreta.,Hay superioridad dentro del área del Fútbol Club Barcelona. Había fuera de juego. Vinicius intentando ahí una alambreta.,partido,
310,00:38:01,2281,Ha intentado ahí Vinicius como Yalmiña en el Deportivo de La Caruña y así le ha quedado la cara a Vinicius después de intentar ese eh recurso.,Ha intentado ahí Vinicius como Yalmiña en el Deportivo de La Caruña y así le ha quedado la cara a Vinicius después de intentar ese eh recurso.,partido,
311,00:38:11,2291,"Sí, tengo la sensación de que bueno, viene de esta posición de fuera de juego que incluso Pinicius no quiere participar pero luego sigue, pero creo que no era el momento ni el sitio, ¿no?","Sí, tengo la sensación de que bueno, viene de esta posición de fuera de juego que incluso Pinicius no quiere participar pero luego sigue, pero creo que no era el momento ni el sitio, ¿no?",partido,
312,00:38:20,2300,Un dos contra uno para intentar esa esa acción técnica.,Un dos contra uno para intentar esa esa acción técnica.,partido,
313,00:38:26,2306,Va a llegar Chuamen hizo un taquel perfecto para enviar ese balón fuera de banda. 36 minutos de la primera parte.,Va a llegar Chuamen hizo un taquel perfecto para enviar ese balón fuera de banda. 36 minutos de la primera parte.,partido,
314,00:38:33,2313,"Se mantiene el 0-0. Había marcado Killer Mbappé, pero partía de posición de fuera de juego. Valde con Bellingham toca","Se mantiene el 0-0. Había marcado Killer Mbappé, pero partía de posición de fuera de juego. Valde con Bellingham toca",partido,
315,00:38:40,2320,Lucas Vázquez. Ahí demasiado largo ese balón. Saque de banda para el cuadro Cle con Balde en corto para Iñigo Martínez.,Lucas Vázquez. Ahí demasiado largo ese balón. Saque de banda para el cuadro Cle con Balde en corto para Iñigo Martínez.,partido,
316,00:38:49,2329,"este con Robert Lewandowski bilitado llevándoselo también por encima con ese golpe. Claro, es que Robert","este con Robert Lewandowski bilitado llevándoselo también por encima con ese golpe. Claro, es que Robert",partido,
317,00:38:57,2337,"Lewandowski lleva 12 goles, o sea, Robert Lewandowski debe entender que va a ser un jugador muy presionado, pero Militao ahí va con la rodilla sobre","Lewandowski lleva 12 goles, o sea, Robert Lewandowski debe entender que va a ser un jugador muy presionado, pero Militao ahí va con la rodilla sobre",partido,
318,00:39:06,2346,Robert Lewandowski y esta es la acción de de Rudiger que es un armario empotrado con ruedas sobre todo cuando eh estás parado y él viene con un poquito de velocidad.,Robert Lewandowski y esta es la acción de Rudiger que es un armario empotrado con ruedas sobre todo cuando eh estás parado y él viene con un poquito de velocidad.,partido,
319,00:39:15,2355,"La minña mal para golpear. Menudo efecto que llevaba el balón. Dice que saque de esquina el jugador de Mataró, el jugador","La minña mal para golpear. Menudo efecto que llevaba el balón. Dice que saque de esquina el jugador de Mataró, el jugador",partido,
320,00:39:22,2362,del Maresma. Vamos a ver porque la niña mal está intentando producir la acción desde ahí.,del Maresma. Vamos a ver porque la niña mal está intentando producir la acción desde ahí.,partido,
321,00:39:29,2369,No se ve si cambia de dirección el balón. Difícil de ver. Podría ser.,No se ve si cambia de dirección el balón. Difícil de ver. Podría ser.,partido,
322,00:39:35,2375,"No, no vamos a exigirle nosotros al árbitro que decida perfecto cuando yo no me atrevo a decir lo que ha pasado ahí, ¿verdad? De momento","No, no vamos a exigirle nosotros al árbitro que decida perfecto cuando yo no me atrevo a decir lo que ha pasado ahí, ¿verdad? De momento",partido,
323,00:39:43,2383,intentando generar muy vigilado también Robert Lewandowski que de momento no está no está recibiendo balón. Una de las claves de,intentando generar muy vigilado también Robert Lewandowski que de momento no está no está recibiendo balón. Una de las claves de,partido,
324,00:39:51,2391,"este Barça, los balones que recibe Robert Lewandowski no está recibiendo. Ahí está ganando el Madrid. Sí, sí.","este Barça, los balones que recibe Robert Lewandowski no está recibiendo. Ahí está ganando el Madrid. Sí, sí.",partido,
325,00:39:58,2398,"El Real Madrid ha una cosa muy bien, Jordi, que es es importante referenciar a Lewandowski, pero si yo le quito la manguera de abastecimiento, quito la","El Real Madrid ha una cosa muy bien, Jordi, que es es importante referenciar a Lewandowski, pero si yo le quito la manguera de abastecimiento, quito la",partido,
326,00:40:06,2406,"Menjamal, le quito a a Rafiña, incluso al propio Pedri, igual no tengo que vigilar tanto Lewandowski, ¿no? Empieza la tarea un poquito más adelante y le","Menjamal, le quito a a Rafiña, incluso al propio Pedri, igual no tengo que vigilar tanto Lewandowski, ¿no? Empieza la tarea un poquito más adelante y le",partido,
327,00:40:14,2414,"está resultando muy eficaz a un Real Madrid que encaja muy pocos goles, Jordi, que recibe muchas ocasiones, pero queja poco. En casa solo dos goles en la","está resultando muy eficaz a un Real Madrid que encaja muy pocos goles, Jordi, que recibe muchas ocasiones, pero queja poco. En casa solo dos goles en la",partido,
328,00:40:23,2423,"liga, siete en total, lejos de Cha Martín y en Cham Martín Mendí. Había despejado Antonio Rodiguer.","liga, siete en total, lejos de Cha Martín y en Cham Martín Mendí. Había despejado Antonio Rodiguer.",partido,
329,00:40:31,2431,Mendí en maniobra circular toca Jus Kundéa. La dejó pasar Camavinga. Saque de banda para el equipo blanco. Va a presionar el Fútbol Club Barcelona.,Mendí en maniobra circular toca Jus Kundéa. La dejó pasar Camavinga. Saque de banda para el equipo blanco. Va a presionar el Fútbol Club Barcelona.,partido,
